id,first_part,second_part
3476715            01 11 12,3476715,           01 11 12
3505832,3505832,
24108241,24108241,
3378494,3378494,
23328632    3619236,23328632,   3619236
23511972    3630358,23511972,   3630358
3671254,3671254,
3791366,3791366,
3642681,3642681,
3545308,3545308,
3616287,3616287,
3770947,3770947,
23670199     3701237,23670199,    3701237
3615658,3615658,
23632796,23632796,
,,
23229735     3734734,23229735,    3734734
3778837,3778837,
23743648,23743648,
23962810      2013,23962810,     2013
3674403,3674403,
3675710,3675710,
23302769    3677138,23302769,   3677138
3806405,3806405,
3535338,3535338,
3674234,3674234,
24157919    3826647,24157919,   3826647
3293425,3293425,
3615473,3615473,
3709497,3709497,
23149744    3514496,23149744,   3514496
3621422,3621422,
3778765,3778765,
3741640,3741640,
3604800,3604800,
3746700,3746700,
3656369,3656369,
3717539,3717539,
3682146,3682146,
3629389,3629389,
23686316,23686316,
23708655,23708655,
23975431,23975431,
23230506    3516806,23230506,   3516806
3557449,3557449,
3628164,3628164,
3492727,3492727,
24076655    3817463,24076655,   3817463
3631608,3631608,
3641407,3641407,
3731785,3731785,
3610641,3610641,
3684776,3684776,
3674235,3674235,
3512392,3512392,
3736456,3736456,
3503144,3503144,
3633361,3633361,
3639724,3639724,
3813311,3813311,
3132275,3132275,
3286332,3286332,
3673458,3673458,
3673465,3673465,
3692041,3692041,
,,
3754462,3754462,
,,
,,
,,
2013,2013,
3675899,3675899,
,,
2013,2013,
24047602,24047602,
,,
3669524,3669524,
,,
3552526,3552526,
2013,2013,
3584993,3584993,
3596849,3596849,
3842181,3842181,
23814040,23814040,
,,
,,
3510758,3510758,
3396314,3396314,
,,
3780998,3780998,
,,
23788479           3797641,23788479,          3797641
23493728           3654748,23493728,          3654748
,,
23945372,23945372,
3352832,3352832,
23595147          3675483,23595147,         3675483
23771140           3753647,23771140,          3753647
3467080,3467080,
3553950,3553950,
3553963,3553963,
3592466,3592466,
3592470,3592470,
3575838,3575838,
3627570,3627570,
3627603,3627603,
24038356,24038356,
,,
3281495,3281495,
3651613,3651613,
3494044,3494044,
,,
2013,2013,
3525058,3525058,
23892734,23892734,
3540040,3540040,
3616517,3616517,
,,
3177649,3177649,
3596848,3596848,
3749866,3749866,
3733698,3733698,
3594497,3594497,
3403862,3403862,
23620542,23620542,
22735079,22735079,
3819976,3819976,
3635503,3635503,
,,
3406756,3406756,
3413389,3413389,
22345357    3539454,22345357,   3539454
23396536    3652415,23396536,   3652415
22301630       3274377,22301630,      3274377
23672932    3684112,23672932,   3684112
3783091,3783091,
23162054,23162054,
3546795,3546795,
3570213,3570213,
3476336,3476336,
23658422    3694669,23658422,   3694669
3546802,3546802,
3496338,3496338,
3692042,3692042,
3159156,3159156,
3634199,3634199,
3501977,3501977,
3580272,3580272,
23250878    3525062,23250878,   3525062
3170535,3170535,
3381722,3381722,
,,
3662891,3662891,
23137768,23137768,
3377963,3377963,
2012,2012,
2013,2013,
2013,2013,
2013,2013,
3673173,3673173,
23884064,23884064,
23935057,23935057,
23172732    3784797,23172732,   3784797
3671775,3671775,
,,
3415954,3415954,
3613160,3613160,
3263993,3263993,
3313792,3313792,
3441120,3441120,
3583518,3583518,
23804751,23804751,
23933736    3842180,23933736,   3842180
3690967,3690967,
3600839,3600839,
23606632    3631001,23606632,   3631001
3535749,3535749,
3780999,3780999,
23771720,23771720,
24048963            2013,24048963,           2013
3749005,3749005,
3536641,3536641,
3818966,3818966,
22735079,22735079,
23328711    3685308,23328711,   3685308
3572772,3572772,
3643589,3643589,
3763532,3763532,
3575846,3575846,
3597655,3597655,
3737548,3737548,
3424546,3424546,
3479183,3479183,
21948792           3245117,21948792,          3245117
23963700    3834809,23963700,   3834809
3531114,3531114,
3531217,3531217,
3664799,3664799,
23511971    3643581,23511971,   3643581
22434880    3401426,22434880,   3401426
,,
3526300,3526300,
3561976,3561976,
2013,2013,
23981980    3809720,23981980,   3809720
3601848,3601848,
3235332,3235332,
23824939,23824939,
23236081,23236081,
2012,2012,
3481955,3481955,
,,
23125445     3532835,23125445,    3532835
3381638,3381638,
3475639,3475639,
3494269,3494269,
3718323,3718323,
3674800,3674800,
3674807,3674807,
3686461,3686461,
3714924,3714924,
3583273,3583273,
3597664,3597664,
3575118,3575118,
3671369,3671369,
3836409,3836409,
3744396,3744396,
3681601,3681601,
3715439,3715439,
3493395,3493395,
3517619,3517619,
3498109,3498109,
3515553,3515553,
3522679,3522679,
3485223,3485223,
3547059,3547059,
3573029,3573029,
3769269,3769269,
3782430,3782430,
3797097,3797097,
3675909,3675909,
3566186,3566186,
3694955,3694955,
3729655,3729655,
3774797,3774797,
3620162,3620162,
3694164,3694164,
3669132,3669132,
3597521,3597521,
3798605,3798605,
3715547,3715547,
3711905,3711905,
3661540,3661540,
3706442,3706442,
3527205,3527205,
23184970    3528594,23184970,   3528594
3529030,3529030,
2294692,2294692,
3612675,3612675,
3396515,3396515,
23341602    3568321,23341602,   3568321
3491520,3491520,
3093473,3093473,
3606973,3606973,
,,
,,
3685266,3685266,
20377523    3685215,20377523,   3685215
23009366     3685217,23009366,    3685217
3583032,3583032,
3526116,3526116,
23697937     3685327,23697937,    3685327
23356304     3561678,23356304,    3561678
22928509    3707360,22928509,   3707360
3631100,3631100,
23282150     3610541,23282150,    3610541
3685328,3685328,
3632086,3632086,
3635657,3635657,
3778707,3778707,
3778709,3778709,
3526858,3526858,
3631101,3631101,
3542821,3542821,
,,
3554041,3554041,
3763426,3763426,
3538203,3538203,
3511128,3511128,
3457933,3457933,
3572961,3572961,
3413714,3413714,
3435256,3435256,
23239765,23239765,
24147036,24147036,
23844111,23844111,
23527131,23527131,
,,
,,
,,
,,
,,
,,
,,
,,
,,
3720247,3720247,
23049479,23049479,
,,
3610625,3610625,
3623702,3623702,
3623704,3623704,
3048377,3048377,
3182865,3182865,
3610635,3610635,
3531293,3531293,
3521700,3521700,
3836716,3836716,
3688519,3688519,
3814327,3814327,
3715425,3715425,
3715432,3715432,
3585130,3585130,
3561070,3561070,
23341772,23341772,
3464202,3464202,
3441679,3441679,
3662650,3662650,
23818873,23818873,
3636136,3636136,
3723533,3723533,
3649993,3649993,
3681629,3681629,
24039607    3764205,24039607,   3764205
3527207,3527207,
,,
3246446,3246446,
3496665,3496665,
3621740,3621740,
3679004,3679004,
3692470,3692470,
3777881,3777881,
3486906,3486906,
3125142,3125142,
3527350,3527350,
3508895,3508895,
3554572,3554572,
3510075,3510075,
3435256,3435256,
3610642,3610642,
3777894,3777894,
3597489,3597489,
3584999,3584999,
3610885,3610885,
3636241,3636241,
3547864,3547864,
23326615          3542187,23326615,         3542187
3413714,3413714,
3605285,3605285,
3772069,3772069,
3772013,3772013,
23166848,23166848,
3443216,3443216,
3557262,3557262,
3559699,3559699,
3502435,3502435,
3491040,3491040,
3532161,3532161,
3474824,3474824,
3509064,3509064,
23285115,23285115,
23251490    3519623,23251490,   3519623
3769304,3769304,
3510196,3510196,
3785524,3785524,
23613774            3632543,23613774,           3632543
3434208,3434208,
3655068,3655068,
3681921,3681921,
23840430     3686795,23840430,    3686795
3680467,3680467,
23613963,23613963,
3669425,3669425,
3782427,3782427,
3749138,3749138,
3567063,3567063,
3784449,3784449,
3641031,3641031,
3646743,3646743,
3647068,3647068,
23505454,23505454,
3610929,3610929,
3608601,3608601,
3609805,3609805,
24023766           3762823,24023766,          3762823
3696104,3696104,
3701006,3701006,
3759422,3759422,
3640068,3640068,
3585173,3585173,
3711559,3711559,
3726763,3726763,
3576415,3576415,
3680382,3680382,
3655956,3655956,
3592866,3592866,
23922795,23922795,
3726769,3726769,
23451279,23451279,
23805333,23805333,
3646404,3646404,
23967111,23967111,
3499358,3499358,
23991236,23991236,
23853603,23853603,
3649981,3649981,
3617094,3617094,
3543450,3543450,
3547931,3547931,
3686740,3686740,
3712012,3712012,
3462185,3462185,
3701544,3701544,
3695900,3695900,
23326315    3541403,23326315,   3541403
3548897,3548897,
3480384,3480384,
3525566,3525566,
3530465,3530465,
3530478,3530478,
3531328,3531328,
3544761,3544761,
3555827,3555827,
3569446,3569446,
3577721,3577721,
3637378,3637378,
3646760,3646760,
3691111,3691111,
,,
3474786,3474786,
3532207,3532207,
3720283,3720283,
3749184,3749184,
3797035,3797035,
,,
23383015    3558488,23383015,   3558488
3471887,3471887,
3489689,3489689,
3487758,3487758,
3527487,3527487,
3519635,3519635,
3547960,3547960,
3769242,3769242,
3823974,3823974,
23300533,23300533,
3519837,3519837,
3465279,3465279,
3564847,3564847,
20975956,20975956,
,,
3572168,3572168,
3519537,3519537,
3548842,3548842,
24124519    3790821,24124519,   3790821
3485137,3485137,
3501466,3501466,
3520920,3520920,
3691227,3691227,
3700857,3700857,
3527382,3527382,
3552845,3552845,
3572111,3572111,
3804525,3804525,
3676342,3676342,
3788105,3788105,
,,
3720622,3720622,
3742662,3742662,
3613341,3613341,
3607553,3607553,
3621669,3621669,
3584022,3584022,
3656939,3656939,
22970197,22970197,
3636044,3636044,
3561448,3561448,
3708033,3708033,
3584030,3584030,
23840536,23840536,
3606182,3606182,
3608660,3608660,
,,
3669307,3669307,
23894442           3716603,23894442,          3716603
23940704           3733773,23940704,          3733773
3677912,3677912,
3574120,3574120,
3706476,3706476,
3612104,3612104,
3706617,3706617,
3581475,3581475,
3634070,3634070,
3496742,3496742,
3591389,3591389,
3606301,3606301,
3637166,3637166,
3655936,3655936,
3590148,3590148,
3726600,3726600,
23285297,23285297,
3720940,3720940,
3748079,3748079,
3579793,3579793,
3732248,3732248,
3767740,3767740,
3642175,3642175,
3594159,3594159,
3691179,3691179,
3606242,3606242,
3694102,3694102,
3475710,3475710,
3636223,3636223,
3720700,3720700,
23805259    3689675,23805259,   3689675
3790696,3790696,
3609862,3609862,
3647051,3647051,
3720585,3720585,
3737189,3737189,
3706538,3706538,
23372785    3556037,23372785,   3556037
3486875,3486875,
23326235,23326235,
21483485,21483485,
22241985,22241985,
3578823,3578823,
3764221,3764221,
3192839,3192839,
23468629           3585132,23468629,          3585132
24098129,24098129,
3789764,3789764,
3656102,3656102,
3731244,3731244,
23505371,23505371,
3585151,3585151,
3749955,3749955,
3764210,3764210,
23308065,23308065,
23633946,23633946,
3610638,3610638,
3784482,3784482,
3605240,3605240,
3617147,3617147,
3507950,3507950,
3517620,3517620,
3806823,3806823,
3661537,3661537,
3620205,3620205,
3648513,3648513,
3760871,3760871,
3777952,3777952,
3596319,3596319,
3712914,3712914,
3749971,3749971,
3460945,3460945,
23166732,23166732,
3388079,3388079,
543219,543219,
23686113,23686113,
3701319,3701319,
3662599,3662599,
3106451,3106451,
23703318    3730114,23703318,   3730114
23137731,23137731,
3461446,3461446,
,,
3639766,3639766,
3639764,3639764,
3730629,3730629,
3730652,3730652,
3730697,3730697,
3730703,3730703,
3627078,3627078,
3565701,3565701,
3      13,3,     13
,,
3565725,3565725,
3679597,3679597,
3758187,3758187,
3539357,3539357,
3712444,3712444,
23282992,23282992,
3735249,3735249,
3673050,3673050,
3673056,3673056,
3497093,3497093,
3497249,3497249,
3574303,3574303,
3785133,3785133,
24097313,24097313,
23183928,23183928,
23023652,23023652,
3731202,3731202,
,,
,,
,,
2013,2013,
41579,41579,
3627513,3627513,
3627511,3627511,
3652708,3652708,
3724273,3724273,
3757918,3757918,
3524560,3524560,
,,
3494454,3494454,
3652711,3652711,
26988110,26988110,
3682634,3682634,
,,
3641420,3641420,
3767061,3767061,
,,
,,
,,
,,
,,
3752809,3752809,
3752812,3752812,
3516312,3516312,
2828806,2828806,
23761407    3749055,23761407,   3749055
3541790,3541790,
23324467          3709587,23324467,         3709587
3709624,3709624,
22622330     3709573,22622330,    3709573
23288427    3709586,23288427,   3709586
23515023    3709636,23515023,   3709636
22513389    3542733,22513389,   3542733
23255627    3709688,23255627,   3709688
23407423,23407423,
23412844    3709824,23412844,   3709824
3709561,3709561,
24014666    3836489,24014666,   3836489
3492749,3492749,
3347798,3347798,
23192429,23192429,
23447590     3601669,23447590,    3601669
3676539,3676539,
23426678    3593678,23426678,   3593678
,,
3724995,3724995,
23739958,23739958,
3655688,3655688,
,,
,,
3196626,3196626,
23804098          3724994,23804098,         3724994
3586675,3586675,
3808818,3808818,
3541766,3541766,
21531876    3513931,21531876,   3513931
23825402    3528370,23825402,   3528370
24285889,24285889,
23828613       2013,23828613,      2013
3549237,3549237,
,,
3661931,3661931,
3535376,3535376,
,,
,,
,,
,,
3475971,3475971,
3847282,3847282,
3764326,3764326,
3637647,3637647,
3536945,3536945,
3215872,3215872,
3505551,3505551,
23052214     3689915,23052214,    3689915
23275942      3753470,23275942,     3753470
3535400,3535400,
3632722,3632722,
3771402,3771402,
2013,2013,
3627038,3627038,
,,
3490075,3490075,
3631116,3631116,
,,
3410033,3410033,
3644191,3644191,
3648684,3648684,
3699707,3699707,
3737433,3737433,
2361679,2361679,
23385540    3669511,23385540,   3669511
3414696,3414696,
3672507,3672507,
3696174,3696174,
3738845,3738845,
23371752    3745826,23371752,   3745826
3745827,3745827,
,,
23644721    3710569,23644721,   3710569
23974321    3824577,23974321,   3824577
3625409,3625409,
23748436,23748436,
3676640,3676640,
3508276,3508276,
23704797          3662417,23704797,         3662417
3650242,3650242,
3109261,3109261,
,,
,,
3642358,3642358,
24150688,24150688,
3691478,3691478,
3214239,3214239,
3463788,3463788,
3608890,3608890,
3634978,3634978,
3569589,3569589,
3722452,3722452,
3650253,3650253,
3777188,3777188,
,,
3696465,3696465,
23407782    3676742,23407782,   3676742
23299096     3636441,23299096,    3636441
23681165     3824307,23681165,    3824307
3824936,3824936,
3496546,3496546,
3597274,3597274,
3405234,3405234,
3529206,3529206,
3597274,3597274,
3405234,3405234,
3529206,3529206,
3782642,3782642,
22618994    344470,22618994,   344470
3755220,3755220,
3508281,3508281,
3599165,3599165,
3633780,3633780,
3627851,3627851,
3778840,3778840,
22897899   3489778,22897899,  3489778
23575945,23575945,
3657347,3657347,
21948184    3528370,21948184,   3528370
23225165,23225165,
3695676,3695676,
23474851     3664183,23474851,    3664183
23400772    3586169,23400772,   3586169
23340916,23340916,
23179061,23179061,
,,
,,
3590645,3590645,
3613944,3613944,
3783897,3783897,
,,
,,
,,
,,
3729250,3729250,
,,
,,
23514390,23514390,
3534410,3534410,
3687248,3687248,
3590646,3590646,
,,
,,
3836354,3836354,
3621106,3621106,
3506127,3506127,
3257585,3257585,
3545483,3545483,
3798815,3798815,
3518124,3518124,
3268392,3268392,
,,
23562481,23562481,
3744072,3744072,
3820264,3820264,
3507208,3507208,
3744075,3744075,
3640218,3640218,
3672941,3672941,
3583043,3583043,
3724960,3724960,
3568261,3568261,
3544356,3544356,
3507354,3507354,
3708033,3708033,
23337727    3651585,23337727,   3651585
23846817           3784648,23846817,          3784648
23783094     3813945,23783094,    3813945
23365120    3708032,23365120,   3708032
,,
,,
3613719,3613719,
3766126,3766126,
23782536,23782536,
3785964,3785964,
3673055,3673055,
3479731,3479731,
3259919,3259919,
3712420,3712420,
3720043,3720043,
22962270    3491872,22962270,   3491872
,,
,,
3516067,3516067,
,,
23873369,23873369,
21624095           3734623,21624095,          3734623
,,
23734913,23734913,
2013,2013,
3761188,3761188,
3761189,3761189,
,,
2013,2013,
3749465,3749465,
,,
3532623,3532623,
3698700,3698700,
3580047,3580047,
3638323,3638323,
3698699,3698699,
,,
3495297,3495297,
3625741,3625741,
3607248,3607248,
,,
23460124    3715109,23460124,   3715109
23740368    3840700,23740368,   3840700
3654172,3654172,
3579232,3579232,
3660781,3660781,
,,
,,
,,
3612708,3612708,
2013,2013,
3557659,3557659,
23121507          3596649,23121507,         3596649
3594681,3594681,
23763262,23763262,
23902464,23902464,
24009110,24009110,
23483642    3625746,23483642,   3625746
23418011           3792637,23418011,          3792637
22996943          3569615,22996943,         3569615
3484687,3484687,
3654171,3654171,
3638371,3638371,
3674534,3674534,
3698701,3698701,
,,
3586655,3586655,
3654556,3654556,
,,
3586630,3586630,
,,
3628103,3628103,
,,
3615169,3615169,
3734624,3734624,
,,
3795443,3795443,
,,
3470925,3470925,
23170778    3572582,23170778,   3572582
23082758    3564407,23082758,   3564407
23517310    3734648,23517310,   3734648
13,13,
23763300,23763300,
,,
23738518,23738518,
23315936    3638342,23315936,   3638342
3644876,3644876,
3580049,3580049,
,,
23775568,23775568,
22807091     3744754,22807091,    3744754
,,
,,
3638324,3638324,
2013,2013,
2013,2013,
,,
,,
3272220,3272220,
3746110,3746110,
,,
3532612,3532612,
3504977,3504977,
,,
3607410,3607410,
41609,41609,
3796855,3796855,
3798115,3798115,
3644170,3644170,
3557716,3557716,
3557719,3557719,
3664422,3664422,
3488597,3488597,
,,
3609073,3609073,
3591715,3591715,
3764640,3764640,
3678035,3678035,
3580885,3580885,
3813975,3813975,
3792745,3792745,
2013,2013,
,,
24125554,24125554,
3739940,3739940,
3660780,3660780,
3633239,3633239,
3664413,3664413,
3664414,3664414,
3664415,3664415,
3664426,3664426,
3664430,3664430,
3672686,3672686,
3748791,3748791,
,,
,,
3664409,3664409,
3739929,3739929,
2013,2013,
,,
3712463,3712463,
,,
3757314,3757314,
23790101,23790101,
23898885,23898885,
3649266,3649266,
23184293,23184293,
22777780          3568905,22777780,         3568905
23278317,23278317,
3813980,3813980,
,,
23253866,23253866,
3672689,3672689,
3558801,3558801,
,,
3770928,3770928,
,,
3709132,3709132,
3853540,3853540,
3437476,3437476,
3654560,3654560,
3746115,3746115,
3684743,3684743,
3592994,3592994,
,,
3828870,3828870,
,,
3627817,3627817,
23819872,23819872,
3472025,3472025,
23506317,23506317,
3532615,3532615,
3744763,3744763,
23927070,23927070,
22965681    3657127,22965681,   3657127
22653709    3781703,22653709,   3781703
21255266    3664024,21255266,   3664024
22566126    3746124,22566126,   3746124
3505369,3505369,
,,
3786528,3786528,
23356787    3813989,23356787,   3813989
23452318,23452318,
3662993,3662993,
3662994,3662994,
3662995,3662995,
3654571,3654571,
3662996,3662996,
3734649,3734649,
23750825,23750825,
23881859,23881859,
23782406,23782406,
23983183    3798117,23983183,   3798117
22716184     3440593,22716184,    3440593
22364555,22364555,
3465775,3465775,
3505796,3505796,
3593166,3593166,
3615172,3615172,
3530087,3530087,
3798121,3798121,
23331923,23331923,
3746108,3746108,
21472932    3555362,21472932,   3555362
22730171    3556687,22730171,   3556687
22961729    3547296,22961729,   3547296
3582024,3582024,
23822584,23822584,
23701138,23701138,
23489111    3687655,23489111,   3687655
23638853     3724117,23638853,    3724117
3709121,3709121,
23344974    3401426,23344974,   3401426
3660786,3660786,
,,
24118397,24118397,
23398374    3709123,23398374,   3709123
22171404,22171404,
3816330,3816330,
3655539,3655539,
23627368     3806363,23627368,    3806363
3644883,3644883,
3500872,3500872,
3569874,3569874,
3842118,3842118,
23080298,23080298,
3867604,3867604,
3506972,3506972,
3731578,3731578,
23696415,23696415,
23621371,23621371,
23837793,23837793,
3593170,3593170,
23082797    3562487,23082797,   3562487
23386329,23386329,
22360292,22360292,
3708113,3708113,
3838626,3838626,
3736148,3736148,
3779110,3779110,
3764630,3764630,
,,
3739937,3739937,
23980694,23980694,
23750903,23750903,
23888912,23888912,
3575693,3575693,
22188548    3492912,22188548,   3492912
22764734    3798095,22764734,   3798095
23703895,23703895,
3664106,3664106,
23649934,23649934,
2955965,2955965,
19948006    3551259,19948006,   3551259
23305527,23305527,
3600532,3600532,
3440570,3440570,
23670821    3738939,23670821,   3738939
23640856,23640856,
23918316,23918316,
3728731,3728731,
23495205685 88    3743159,23495205685,88    3743159
22997008    3569869,22997008,   3569869
3708104,3708104,
3713766,3713766,
3819359,3819359,
3773237,3773237,
3815011,3815011,
3805356,3805356,
,,
3707567,3707567,
2901593,2901593,
3748854,3748854,
3785148,3785148,
3647051,3647051,
23846567             2013,23846567,            2013
